-758 374 -159 
-751 371 -162 
-742 369 -161 
-728 372 -147 
-708 378 -162 
-706 390 -164 
-672 388 -162 
-662 392 -145 
-669 385 -152 
-658 360 -135 
-623 388 -142 
-614 376 -140 
-592 376 -150 
-587 360 -162 
-580 356 -155 
-571 351 -143 
-575 344 -161 
-539 337 -150 
-546 322 -157 
-523 310 -142 
-510 304 -143 
-507 297 -157 
-487 292 -155 
-486 279 -147 
-470 267 -145 
-480 234 -145 
-471 233 -154 
-486 222 -140 
-468 204 -164 
-475 197 -140 
-462 188 -138 
-477 159 -149 
-480 152 -138 
-480 116 -152 
-491 102 -142 
-507 68 -137 
-526 59 -155 
-518 46 -130 
-525 68 -126 
-557 32 -157 
-591 26 -149 
-614 -10 -150 
-633 -16 -152 
-658 -8 -159 
-699 -14 -150 
-721 -14 -150 
-745 -14 -150 
-749 3 -147 
-785 21 -157 
-792 35 -150 
-811 55 -152 
-838 114 -147 
-847 102 -145 
-840 112 -149 
-838 118 -147 
-854 127 -142 
-851 98 -149 
-824 107 -150 
-845 86 -140 
-831 68 -161 
-801 34 -155 
-778 10 -140 
-756 0 -147 
-726 -16 -149 
-701 -26 -145 
-649 -35 -147 
-639 -35 -164 
-610 -39 -143 
-612 -19 -159 
-580 -5 -142 
-582 -3 -143 
-534 9 -149 
-496 39 -147 
-505 59 -142 
-491 95 -155 
-475 118 -157 
-457 129 -147 
-453 150 -157 
-459 141 -145 
-453 182 -164 
-457 222 -157 
-466 234 -159 
-466 263 -152 
-487 263 -162 
-478 301 -154 
-498 317 -152 
-530 324 -159 
-537 338 -159 
-567 351 -147 
-573 356 -152 
-594 367 -149 
-578 354 -140 
-589 362 -140 
-630 367 -155 
-628 362 -154 
-632 380 -147 
-656 362 -140 
-678 376 -140 
-722 371 -152 
-729 356 -149 
-754 345 -138 
-790 324 -152 
-806 297 -147 
-820 276 -140 
-818 270 -135 
-833 256 -135 
-845 243 -140 
-845 211 -157 
-836 213 -149 
-852 197 -157 
-849 197 -157 
-858 188 -149 
-840 216 -159 
-847 238 -155 
-840 245 -138 
-824 276 -154 
-822 299 -159 
-781 315 -147 
-767 347 -150 
-749 358 -133 
-719 381 -159 
-713 383 -154 
-678 372 -143 
-660 376 -150 
-633 381 -162 
-623 360 -159 
-623 363 -152 
-598 371 -169 
-589 365 -164 
-543 322 -133 
-532 311 -143 
-510 311 -147 
-496 286 -140 
-493 283 -164 
-471 247 -147 
-475 247 -161 
-478 233 -137 
-471 215 -140 
-462 206 -145 
-455 159 -138 
-477 130 -138 
-487 95 -149 
-509 73 -138 
-532 57 -126 
-557 18 -150 
-571 -3 -157 
-589 -10 -147 
-619 1 -149 
-628 -14 -157 
-658 -8 -152 
-681 -17 -161 
-715 1 -145 
-745 21 -157 
-762 9 -162 
-728 -10 -161 
-694 -19 -162 
-660 -3 -168 
-639 -21 -157 
-614 3 -157 
-594 12 -159 
-557 28 -140 
-532 39 -147 
-480 102 -149 
-464 136 -137 
-477 195 -142 
-493 243 -143 
-473 252 -149 
-477 252 -142 
-471 265 -157 
-466 242 -152 
-436 193 -150 
-452 166 -155 
-473 123 -142 
-486 71 -154 
-519 55 -152 
-573 1 -159 
-591 -19 -145 
-623 -8 -152 
-658 -23 -162 
-658 -23 -142 
-653 -14 -150 
-655 -26 -149 
-630 -8 -149 
-575 -10 -150 
-569 -8 -162 
-566 5 -142 
-571 7 -147 
-528 25 -168 
-505 55 -149 
-470 105 -142 
-457 139 -150 
-459 156 -155 
-459 213 -145 
-462 249 -155 
-464 247 -143 
-464 236 -150 
-471 240 -143 
-464 247 -161 
-480 256 -152 
-507 311 -157 
-560 354 -150 
-575 372 -161 
-626 371 -159 
-642 390 -143 
-687 388 -155 
-664 387 -140 
-642 380 -140 
-619 356 -138 
-537 335 -149 
-498 259 -145 
-489 193 -123 
-477 191 -152 
-462 170 -152 
-448 145 -145 
-486 129 -133 
-486 78 -133 
-528 61 -150 
-553 39 -123 
-583 16 -131 
-616 1 -145 
-649 0 -140 
-681 3 -140 
-696 0 -147 
-724 3 -123 
-701 -16 -135 
-705 -1 -142 
-733 9 -138 
-763 32 -137 
-795 57 -143 
-833 84 -142 
-822 112 -145 
-845 139 -140 
-833 123 -145 
-827 114 -140 
-833 116 -142 
-840 127 -138 
-838 118 -126 
-824 114 -147 
-833 112 -142 
-845 107 -140 
-833 112 -128 
-835 111 -133 
-838 125 -143 
-831 125 -133 
-826 123 -128 
-827 139 -137 
-829 120 -142 
-838 111 -133 
-826 127 -149 
-826 116 -125 
-833 123 -131 
-831 118 -137 
-836 116 -138 
-820 132 -133 
-838 129 -140 
-836 123 -131 
-829 134 -142 
-831 125 -126 
-827 121 -130 
-831 111 -143 
-831 114 -137 
-835 125 -137 
-842 118 -147 
-826 102 -145 
-838 132 -147 
-836 120 -135 
-826 116 -135 
-833 112 -138 
-818 120 -135 
-826 141 -131 
-836 127 -145 
-829 134 -128 
-835 114 -154 
-845 121 -143 
-838 114 -133 
-829 123 -135 
-826 112 -135 
-836 127 -145 
-831 118 -140 
-831 125 -130 
-831 136 -147 
-845 125 -133 
-833 120 -125 
-838 121 -123 
-845 121 -143 
-843 123 -135 
-838 125 -143 
-826 120 -152 
-829 123 -128 
-829 120 -114 
-824 121 -143 
-833 112 -135 
-835 121 -137 
-824 129 -143 
-833 120 -131 
-827 118 -133 
-820 118 -150 
-822 116 -121 
-820 107 -126 
-826 116 -135 
-842 118 -126 
-831 129 -150 
-833 105 -142 
-829 95 -131 
-838 121 -137 
-824 125 -140 
-836 120 -149 
-822 138 -131 
-843 109 -142 
-843 123 -138 
-827 118 -137 
-822 116 -135 
-835 107 -137 
-831 118 -143 
-833 123 -138 
-842 132 -123 
-826 112 -145 
-829 123 -135 
-849 125 -137 
-840 112 -142 
-831 107 -137 
-829 134 -152 
-840 105 -142 
-833 116 -131 
-836 130 -138 
-843 123 -138 
-826 120 -125 
-818 116 -128 
-835 136 -143 
-835 114 -130 
-822 120 -138 
-833 120 -135 
-822 127 -125 
-831 114 -143 
-829 112 -145 
-845 118 -119 
-826 120 -125 
-829 138 -135 
-833 120 -135 
-833 127 -125 
-824 121 -137 
-835 118 -140 
-847 109 -135 
-829 130 -152 
-829 123 -142 
-820 114 -147 
-831 125 -137 
-847 123 -138 
-833 112 -138 
-829 105 -135 
-817 118 -133 
-829 130 -138 
-833 127 -145 
-840 120 -142 
-851 134 -128 
-835 118 -137 
-845 118 -147 
-842 114 -154 
-824 111 -140 
-836 134 -121 
-831 125 -150 
-829 105 -149 
-813 118 -147 
-836 120 -128 
-827 118 -137 
-818 109 -145 
-835 136 -133 
-824 121 -140 
-838 118 -137 
-838 121 -133 
-833 123 -135 
-835 118 -137 
-843 109 -145 
-820 114 -126 
-842 118 -140 
-827 111 -143 
-836 116 -152 
-842 111 -143 
-831 129 -143 
-836 120 -125 
-836 123 -142 
-840 102 -135 
-820 118 -137 
-829 112 -145 
-835 121 -140 
-831 121 -143 
-829 127 -135 
-843 130 -138 
-833 123 -135 
-826 120 -135 
-826 134 -131 
-833 120 -145 
-826 127 -138 
-833 116 -138 
-833 127 -135 
-845 121 -126 
-838 118 -143 
-831 125 -137 
-827 114 -137 
-835 125 -147 
-835 132 -140 
-835 107 -143 
-826 123 -142 
-827 118 -123 
-833 112 -149 
-843 120 -145 
-847 105 -145 
-845 118 -123 
-842 107 -130 
-827 125 -137 
-822 120 -142 
-840 112 -149 
-824 111 -130 
-842 118 -126 
-835 107 -133 
-824 121 -140 
-838 125 -150 
-829 120 -152 
-826 112 -125 
-831 114 -137 
-822 116 -138 
-815 120 -131 
-833 109 -145 
-817 75 -123 
-801 55 -138 
-778 35 -143 
-756 18 -154 
-731 0 -154 
-710 -7 -140 
-671 -3 -143 
-662 -5 -162 
-605 5 -145 
-598 1 -152 
-598 9 -155 
-569 16 -145 
-543 35 -143 
-544 34 -149 
-525 50 -137 
-503 71 -154 
-475 114 -143 
-457 150 -143 
-470 163 -152 
-470 216 -149 
-473 227 -152 
-498 245 -152 
-486 250 -143 
-471 207 -154 
-455 173 -138 
-464 118 -140 
-482 86 -143 
-541 52 -145 
-557 25 -143 
-601 5 -135 
-646 3 -147 
-713 -3 -157 
-742 -10 -157 
-742 18 -164 
-760 25 -157 
-810 64 -154 
-838 93 -147 
-829 109 -149 
-847 102 -155 
-824 68 -154 
-794 41 -152 
-705 -1 -152 
-635 -7 -157 
-617 7 -150 
-576 1 -152 
-543 28 -147 
-530 41 -142 
-516 59 -149 
-528 39 -143 
-505 55 -152 
-507 78 -154 
-482 100 -164 
-468 150 -154 
-462 177 -131 
-468 218 -143 
-482 243 -143 
-489 265 -161 
-507 290 -157 
-505 299 -155 
-532 311 -137 
-532 329 -150 
-507 294 -143 
-496 265 -161 
-480 231 -135 
-473 202 -145 
-462 152 -145 
-473 127 -145 
-473 98 -149 
-496 57 -150 
-543 43 -150 
-567 3 -133 
-605 -12 -152 
-653 -3 -164 
-656 -32 -150 
-692 -14 -154 
-751 1 -145 
-778 28 -150 
-794 44 -145 
-820 71 -154 
-829 116 -155 
-854 138 -142 
-854 184 -131 
-858 206 -138 
-842 240 -143 
-843 245 -155 
-831 240 -140 
-829 274 -142 
-801 302 -138 
-802 322 -130 
-772 338 -142 
-747 345 -142 
-751 353 -142 
-749 337 -137 
-769 317 -138 
-797 310 -135 
-826 285 -145 
-831 240 -147 
-838 236 -126 
-849 215 -147 
-847 195 -152 
-851 184 -145 
-843 156 -152 
-827 136 -164 
-820 82 -154 
-824 78 -154 
-792 57 -143 
-786 48 -152 
-790 41 -145 
-786 52 -149 
-779 48 -149 
-786 34 -159 
-765 52 -155 
-769 23 -152 
-772 23 -142 
-745 14 -140 
-751 9 -162 
-733 9 -166 
-706 7 -150 
-724 -3 -143 
-715 -1 -152 
-722 -1 -159 
-703 -14 -157 
-667 -17 -143 
-617 -10 -154 
-575 10 -143 
-539 28 -143 
-509 55 -138 
-496 82 -157 
-471 118 -154 
-473 159 -142 
-480 202 -138 
-477 213 -142 
-480 216 -138 
-480 170 -152 
-477 145 -142 
-523 73 -145 
-539 35 -140 
-573 1 -159 
-648 -12 -142 
-649 -17 -147 
-687 -12 -162 
-713 -7 -161 
-735 -3 -140 
-772 23 -152 
-797 52 -162 
-794 73 -152 
-836 116 -152 
-843 145 -152 
-847 166 -152 
-838 197 -140 
-838 222 -154 
-845 240 -140 
-822 274 -135 
-790 292 -138 
-802 315 -133 
-785 322 -133 
-774 340 -154 
-772 331 -145 
-779 320 -135 
-788 322 -140 
-804 299 -131 
-817 276 -140 
-820 261 -126 
-820 243 -140 
-852 204 -154 
-843 166 -145 
-852 157 -157 
-858 138 -152 
-835 89 -154 
-811 55 -149 
-763 28 -137 
-745 -3 -157 
-705 -12 -145 
-646 -3 -150 
-632 -25 -164 
-608 -26 -149 
-594 -5 -149 
-541 16 -155 
-509 48 -152 
-509 80 -149 
-484 95 -138 
-461 121 -154 
-478 143 -140 
-462 177 -145 
-461 211 -150 
-459 224 -155 
-459 259 -166 
-486 261 -164 
-482 304 -154 
-521 329 -157 
-518 319 -164 
-535 347 -171 
-546 354 -168 
-550 354 -161 
-525 347 -164 
-519 328 -155 
-496 319 -164 
-484 306 -145 
-477 288 -152 
-487 263 -149 
-462 238 -159 
-459 191 -145 
-453 164 -143 
-464 139 -143 
-466 148 -138 
-464 157 -137 
-471 147 -137 
-466 130 -155 
-462 80 -125 
-486 39 -130 
-500 18 -133 
-526 -5 -118 
-541 -5 -118 
-596 -46 -123 
-648 -51 -125 
-676 -62 -121 
-696 -42 -140 
-699 -35 -130 
-697 -48 -138 
-722 -33 -128 
-738 -46 -137 
-751 -5 -149 
-770 0 -143 
-767 0 -140 
-804 19 -159 
-811 37 -142 
-879 91 -104 
-881 143 -119 
-886 159 -125 
-895 197 -116 
-881 207 -137 
-863 261 -140 
-877 265 -133 
-829 295 -142 
-797 331 -125 
-804 331 -125 
-799 347 -119 
-779 360 -125 
-774 372 -140 
-763 369 -140 
-767 362 -150 
-767 372 -137 
-801 338 -128 
-833 320 -145 
-843 270 -149 
-845 240 -154 
-851 188 -149 
-856 143 -143 
-838 104 -143 
-815 52 -155 
-788 39 -154 
-786 41 -138 
-776 16 -149 
-728 -17 -157 
-697 -33 -149 
-685 -32 -150 
-632 -46 -150 
-619 -37 -152 
-560 -35 -150 
-510 18 -143 
-487 48 -155 
-468 107 -147 
-453 125 -164 
-457 175 -150 
-446 190 -157 
-464 211 -150 
-468 243 -154 
-470 256 -152 
-478 265 -147 
-457 261 -150 
-478 283 -164 
-486 301 -164 
-491 313 -159 
-498 310 -169 
-478 294 -174 
-457 247 -150 
-459 216 -155 
-450 190 -147 
-475 147 -137 
-482 104 -140 
-484 59 -152 
-502 62 -155 
-526 30 -138 
-576 -23 -142 
-591 -37 -142 
-624 -32 -147 
-656 -35 -143 
-680 -23 -155 
-706 -14 -150 
-722 -16 -159 
-731 3 -154 
-740 -1 -142 
-749 3 -140 
-774 21 -168 
-763 10 -140 
-790 34 -149 
-776 41 -149 
-813 78 -147 
-827 89 -147 
-836 105 -145 
-831 121 -150 
-842 136 -147 
-843 141 -145 
-847 120 -152 
-879 116 -138 
-835 89 -140 
-829 59 -142 
-829 59 -155 
-811 16 -138 
-790 16 -131 
-786 -1 -155 
-765 -8 -128 
-776 -30 -135 
-756 -46 -123 
-735 -42 -123 
-721 -53 -123 
