-441 112 -217 
-325 147 -292 
-343 215 -285 
-516 156 -173 
-601 91 -176 
-591 -51 -245 
-384 -23 -321 
-345 216 -279 
-423 274 -242 
-642 207 -150 
-769 134 -173 
-648 -37 -231 
-633 -98 -276 
-610 -143 -323 
-557 -182 -388 
-491 -180 -534 
-448 -155 -638 
-391 -120 -738 
-350 -46 -777 
-347 -7 -815 
-345 -30 -793 
-368 -121 -646 
-391 -163 -545 
-434 -41 -286 
-452 138 -186 
-580 195 -145 
-701 213 -166 
-776 277 -197 
-806 279 -223 
-811 288 -221 
-753 272 -178 
-614 258 -150 
-537 252 -180 
-352 252 -279 
-250 254 -426 
-247 240 -426 
-393 250 -223 
-534 238 -176 
-610 215 -154 
-678 207 -154 
-690 256 -159 
-502 256 -186 
-377 263 -283 
-304 250 -329 
-220 238 -431 
-211 233 -560 
-227 195 -707 
-275 186 -812 
-316 220 -875 
-254 200 -784 
-211 157 -460 
-331 145 -279 
-446 150 -195 
-537 152 -180 
-639 175 -143 
-653 168 -154 
-648 44 -190 
-610 -96 -274 
-398 -87 -372 
-267 73 -407 
-332 -25 -385 
-548 -166 -386 
-640 -191 -417 
-653 -136 -312 
-804 -130 -390 
-877 -103 -615 
-699 -46 -853 
-510 21 -922 
-345 98 -868 
-441 44 -920 
-769 -55 -855 
-902 -68 -619 
-918 -51 -407 
-863 35 -285 
-929 274 -290 
-893 432 -400 
-852 487 -433 
-826 561 -541 
-794 550 -569 
-794 568 -583 
-792 552 -512 
-863 483 -419 
-900 349 -290 
-915 181 -255 
-1002 100 -436 
-993 112 -627 
-943 130 -775 
-1020 139 -553 
-918 26 -362 
-891 -100 -533 
-760 -139 -719 
-605 -84 -837 
-396 -96 -781 
-316 -94 -548 
-375 21 -305 
-439 89 -233 
-541 127 -145 
-605 156 -166 
-560 190 -161 
-414 190 -223 
-270 213 -352 
-201 250 -588 
-270 292 -793 
-234 310 -731 
-215 272 -471 
-341 184 -266 
-548 224 -159 
-541 195 -155 
-598 195 -155 
-715 170 -173 
-680 173 -166 
-685 190 -164 
-316 181 -314 
-215 240 -657 
-290 50 -378 
-439 -143 -426 
-491 -188 -527 
-468 -78 -843 
-441 73 -927 
-644 134 -951 
-865 145 -844 
-947 44 -700 
-891 -68 -643 
-783 -170 -586 
-655 -231 -565 
-482 -214 -584 
-364 -125 -681 
-329 -35 -801 
-421 175 -932 
-562 320 -951 
-624 369 -936 
-712 338 -930 
-815 199 -892 
-890 69 -793 
-932 -16 -682 
-870 -121 -553 
-708 -180 -428 
-580 -145 -314 
-446 14 -230 
-482 204 -178 
-297 222 -302 
-277 220 -362 
-512 263 -183 
-486 250 -205 
-477 242 -190 
-491 252 -180 
-470 191 -190 
-491 145 -166 
-491 109 -186 
-526 87 -180 
-539 64 -181 
-626 55 -180 
-632 53 -164 
-689 71 -178 
-701 55 -173 
-710 64 -195 
-729 91 -197 
-770 111 -195 
-770 111 -199 
-785 107 -216 
-774 118 -202 
-779 191 -176 
-790 195 -180 
-781 197 -192 
-786 152 -197 
-779 116 -197 
-753 93 -192 
-747 80 -193 
-731 53 -192 
-689 43 -209 
-678 50 -192 
-681 46 -188 
-640 52 -197 
-628 53 -185 
-599 61 -174 
-548 91 -186 
-530 127 -190 
-493 121 -185 
-509 156 -176 
-491 206 -180 
-507 243 -181 
-489 243 -174 
-498 234 -180 
-530 292 -186 
-530 295 -204 
-512 263 -197 
-477 213 -183 
-482 186 -178 
-482 186 -192 
-487 188 -180 
-471 193 -181 
-494 159 -183 
-480 156 -176 
-487 156 -183 
-484 152 -197 
-480 152 -186 
-484 152 -173 
-493 136 -185 
-509 116 -186 
-576 59 -186 
-626 30 -200 
-635 35 -181 
-683 37 -190 
-749 61 -205 
-744 91 -200 
-774 150 -188 
-783 181 -197 
-783 181 -197 
-772 138 -197 
-770 114 -202 
-769 87 -200 
-751 77 -207 
-710 75 -212 
-683 37 -200 
-669 30 -183 
-676 44 -186 
-644 52 -193 
-616 62 -193 
-582 61 -188 
-576 73 -176 
-510 114 -202 
-494 141 -183 
-496 190 -174 
-498 191 -173 
-516 252 -186 
-546 290 -178 
-564 294 -185 
-578 308 -188 
-582 304 -188 
-585 315 -188 
-530 277 -190 
-521 276 -192 
-487 227 -186 
-503 200 -185 
-493 204 -188 
-493 164 -178 
-487 148 -183 
-500 107 -195 
-523 84 -180 
-566 77 -173 
-571 53 -178 
-605 41 -190 
-701 52 -197 
-754 80 -190 
-770 114 -202 
-795 154 -192 
-776 127 -193 
-731 75 -185 
-703 50 -199 
-669 48 -190 
-598 59 -180 
-580 62 -190 
-596 68 -205 
-566 77 -186 
-573 62 -180 
-580 69 -180 
-557 93 -185 
-512 156 -186 
-503 215 -168 
-509 242 -169 
-503 250 -178 
-539 276 -178 
-560 297 -192 
-566 313 -190 
-630 328 -190 
-612 324 -190 
-623 324 -190 
-640 317 -197 
-635 319 -192 
-639 344 -171 
-653 329 -192 
-347 240 -285 
-211 168 -471 
-249 62 -507 
-368 -85 -416 
-468 -175 -495 
-432 -171 -553 
-436 -150 -422 
-446 -68 -319 
-450 28 -230 
-443 240 -226 
-441 371 -286 
-441 471 -376 
-466 561 -496 
-461 573 -574 
-443 573 -639 
-489 584 -646 
-475 580 -567 
-464 509 -398 
-404 372 -288 
-466 256 -207 
-749 222 -164 
-872 206 -242 
-931 222 -285 
-950 206 -321 
-929 188 -276 
-802 172 -199 
-648 181 -138 
-457 193 -188 
-277 227 -352 
-204 265 -560 
-256 249 -772 
-290 258 -849 
-272 240 -846 
-195 191 -579 
-316 112 -286 
-598 112 -173 
-908 163 -283 
-966 161 -364 
-972 127 -362 
-973 154 -367 
-993 173 -445 
-1004 206 -589 
-981 222 -708 
-932 220 -800 
-890 202 -858 
-940 127 -328 
-712 206 -162 
-297 283 -340 
-220 331 -586 
-393 319 -877 
-541 252 -975 
-669 213 -972 
-521 243 -956 
-186 215 -591 
-409 5 -269 
-512 -180 -428 
-507 -207 -608 
-505 -98 -827 
-484 30 -920 
-480 55 -920 
-473 -109 -782 
-560 -218 -519 
-539 -164 -360 
-537 19 -200 
-502 141 -183 
-486 164 -181 
-468 197 -174 
-486 250 -185 
-482 258 -199 
-503 290 -178 
-534 299 -197 
-578 340 -188 
-599 329 -178 
-632 326 -181 
-690 324 -186 
-699 319 -192 
-737 313 -197 
-760 297 -195 
-776 270 -173 
-756 276 -181 
-703 308 -181 
-696 329 -188 
-656 340 -192 
-626 331 -186 
-603 354 -192 
-560 322 -178 
-534 310 -190 
-491 256 -186 
-484 234 -193 
-471 236 -188 
-471 222 -192 
-468 200 -185 
-478 147 -181 
-484 102 -197 
-510 78 -192 
-546 50 -192 
-589 64 -192 
-637 19 -186 
-694 59 -193 
-726 73 -190 
-680 44 -190 
-583 52 -176 
-507 111 -181 
-502 127 -190 
-503 143 -185 
-494 234 -193 
-322 211 -302 
-201 261 -533 
-224 267 -717 
-302 249 -855 
-450 250 -929 
-425 215 -936 
-288 173 -848 
-201 118 -636 
-295 91 -331 
-582 -10 -202 
-856 -57 -367 
-972 16 -579 
-874 129 -829 
-715 84 -927 
-840 -116 -662 
-790 -105 -328 
-601 80 -173 
-377 345 -290 
-453 294 -216 
-350 297 -295 
-382 383 -326 
-404 526 -484 
-427 535 -521 
-439 566 -595 
-509 543 -793 
-537 259 -985 
-553 139 -960 
-560 111 -967 
-546 326 -942 
-532 605 -650 
-505 482 -314 
-576 313 -193 
-589 215 -154 
-733 170 -183 
-906 225 -274 
-986 213 -383 
-1014 227 -534 
-954 181 -314 
-674 215 -157 
-347 279 -278 
-229 308 -491 
-281 374 -782 
-525 380 -908 
