-671 -39 -143 
-656 -39 -143 
-665 -37 -145 
-656 -42 -137 
-683 -59 -152 
-747 -59 -152 
-610 53 -112 
-623 -44 -155 
-703 39 -109 
-468 28 -154 
-583 -84 -173 
-779 -155 -259 
-845 -154 -274 
-810 -60 -185 
-802 147 -133 
-626 345 -131 
-404 319 -181 
-363 199 -186 
-359 66 -214 
-430 -76 -242 
-672 -163 -248 
-808 -102 -211 
-842 57 -150 
-685 276 -88 
-389 272 -164 
-343 164 -205 
-345 59 -211 
-395 -44 -214 
-434 -102 -269 
-441 -173 -338 
-413 -195 -469 
-364 -121 -354 
-252 12 -335 
-275 7 -271 
-430 1 -180 
-703 -28 -137 
-950 -59 -310 
-868 -51 -224 
-601 -59 -152 
-432 -93 -250 
-530 -170 -269 
-530 -277 -579 
-509 -184 -307 
-475 -7 -164 
-464 68 -130 
-530 191 -97 
-580 26 -125 
-528 -60 -157 
-297 -32 -326 
-210 -26 -483 
-338 -30 -262 
-587 -80 -169 
-847 -109 -224 
-640 -76 -183 
-651 -173 -273 
-610 -261 -471 
-598 -270 -521 
-614 -182 -281 
-612 -73 -176 
-644 130 -104 
-580 310 -128 
-582 494 -209 
-576 406 -155 
-573 156 -90 
-338 69 -204 
-201 53 -426 
-167 62 -445 
-377 1 -214 
-562 -37 -173 
-813 -68 -192 
-977 -68 -398 
-941 -96 -364 
-802 -150 -271 
-694 -234 -372 
-603 -254 -677 
-591 -216 -789 
-612 -266 -631 
-628 -268 -419 
-566 -112 -204 
-530 59 -111 
-500 211 -126 
-512 349 -169 
-521 476 -209 
-550 516 -247 
-566 141 -104 
-534 -30 -155 
-302 16 -248 
-167 52 -531 
-176 18 -639 
-201 -3 -450 
-334 -37 -279 
-532 -64 -178 
-802 -68 -199 
-970 -78 -367 
-929 -66 -297 
-633 123 -90 
-580 417 -159 
-583 478 -183 
-624 86 -102 
-585 -175 -254 
-560 -258 -529 
-564 -225 -750 
-605 -281 -572 
-598 -84 -180 
-432 -21 -195 
-217 5 -417 
-161 35 -601 
-174 12 -576 
-254 -25 -323 
-452 -66 -200 
-731 -100 -188 
-952 -85 -354 
-997 -73 -483 
-854 -73 -242 
-649 -35 -164 
-331 -48 -262 
-206 -23 -438 
-170 -26 -627 
-268 -32 -326 
-516 -30 -152 
-599 -168 -240 
-587 -292 -469 
-587 -266 -583 
-598 -249 -379 
-660 -46 -150 
-877 -53 -264 
-981 14 -312 
-909 207 -181 
-815 378 -159 
-776 371 -162 
-671 118 -95 
-571 -46 -164 
-290 -71 -371 
-185 -37 -614 
-202 -33 -707 
-247 -78 -502 
-557 -207 -281 
-649 -261 -409 
-637 -281 -490 
-628 -268 -660 
-676 -256 -397 
-713 -182 -274 
-799 -139 -261 
-936 -123 -366 
-984 -103 -512 
-982 -109 -610 
-895 -89 -319 
-721 -121 -223 
-416 -163 -293 
-309 -170 -476 
-243 -118 -708 
